w1,w2,w3,w4,returnMean,returnSD,Positions,ShortsOK
0.6467781485087343,-0.56279451029732,-0.937077982196693,1.8530943439852787,0.19742756734678613,0.37013338501783977,Has Short(s),Shorts OK
0.09185233343771748,-0.6910887590889669,-0.6260734147457996,2.225309840397049,0.29827558390767966,0.46142412433948327,Has Short(s),Shorts OK
-0.15530461274964402,0.21110499902781243,-0.015291775984826339,0.9594913897066579,0.19912328204688234,0.2519699832233034,Has Short(s),Shorts OK
0.28823813541840826,0.8260989583500202,0.5422082185769554,-0.6565453123453839,0.01631496838027995,0.13780884194325999,Has Short(s),Shorts OK
-0.4232775611989401,-0.16911731189203794,-0.3370191294716465,1.9294140025626245,0.30998835562456073,0.4337662446119892,Has Short(s),Shorts OK
-0.267346610516086,-0.37560932416521986,0.1608916852458555,1.4820642494354503,0.2859518522375456,0.3578439048081593,Has Short(s),Shorts OK
-0.7740965433191827,-0.34825028082501674,0.7054589460097656,1.4168878781344338,0.34770761541522927,0.40032415465261123,Has Short(s),Shorts OK
-0.6679489004609356,-0.03504333315465047,0.10206113325382238,1.6009311003617637,0.3163373390810484,0.3994530419690943,Has Short(s),Shorts OK
0.2050351050005168,-0.1286697509090291,-0.055357823732708145,0.9789924696412204,0.18030136617834172,0.23358495785503844,Has Short(s),Shorts OK
0.7320020859390437,0.07537254931912729,-0.030820546790836012,0.22344591153266502,0.05945207671443621,0.07796041161066831,Has Short(s),Shorts OK
-0.333390332354897,0.16508589097934756,0.35873643285350254,0.8095680085220469,0.21960643135980157,0.2521750906680593,Has Short(s),Shorts OK
0.08930650220401981,0.8253735381838012,0.5645010382659674,-0.47918107865378845,0.050751136025398165,0.13024533452038475,Has Short(s),Shorts OK
0.4215332144271895,-0.8158807123347875,0.9044968364342503,0.48985066147334777,0.18584715898699147,0.20265452121339933,Has Short(s),Shorts OK
-0.552936761700006,-0.867893683385144,-0.8714255788328973,3.292256023918047,0.4466538369211039,0.6861903581129649,Has Short(s),Shorts OK
-0.02928216808403805,-0.9696433531599464,0.27081086623163597,1.7281146550123485,0.3145052651663118,0.3988827751275222,Has Short(s),Shorts OK
0.306847433308421,0.5351806872933838,-0.501315679034906,0.6592875584331013,0.09773531528653549,0.17143894525841855,Has Short(s),Shorts OK
-0.6904727877049688,0.809058347677724,-0.2690377350455646,1.1504521750728094,0.22943493603472925,0.31749633050489307,Has Short(s),Shorts OK
0.16083463909416973,-0.010885958230735682,0.6492187238115412,0.20083259532502473,0.14099565764110303,0.14810304672101587,Has Short(s),Shorts OK
0.006182249411402552,0.34170769939939505,-0.10791132340163978,0.7600213745908422,0.15795861171380388,0.2059695489406506,Has Short(s),Shorts OK
-0.8993181545978668,0.5703069837054133,0.9543386599880952,0.37467251090435827,0.2412881020625217,0.2688893965050297,Has Short(s),Shorts OK
-0.7409963470458161,-0.9493638016498285,0.22581983647120052,2.464540312224444,0.44047142502089953,0.5677452199532075,Has Short(s),Shorts OK
-0.9263364200358224,0.7583310790197797,0.8410453123756163,0.3269600286404264,0.2272374507780206,0.2594993898371957,Has Short(s),Shorts OK
0.6329446489882626,0.11772521740664899,-0.5815641773546263,0.8308943109597147,0.09675419432038664,0.18346992583081737,Has Short(s),Shorts OK
0.26504381366179963,-0.5670984741408911,-0.5155975045443142,1.8176521650234057,0.2466172859359965,0.37895811327763784,Has Short(s),Shorts OK
-0.37247733105158876,-0.9202137311870153,0.11507174401091769,2.1776193182276864,0.3762927031334977,0.4922194121531853,Has Short(s),Shorts OK
0.09479748895850793,-0.645507190140924,-0.44318738768388255,1.9938970888662986,0.2835931115566362,0.42042846744411616,Has Short(s),Shorts OK
-0.7442181194885209,-0.3004173815889901,-0.9499746201634423,2.994610121240953,0.41174723754359377,0.637538994016563,Has Short(s),Shorts OK
-0.05895250959681353,0.19373387604683368,-0.2845206932646447,1.1497393268146245,0.19648819737099094,0.2739152665129966,Has Short(s),Shorts OK
-0.3669116467334108,-0.27833648694287927,-0.5691051910548561,2.214353324731146,0.3244999125692929,0.47961527794628983,Has Short(s),Shorts OK
0.8220117233693682,-0.8346355788434638,-0.07748567136742146,1.090109526841517,0.16182077138145218,0.23369220016889963,Has Short(s),Shorts OK
-0.06683650160158083,-0.5930763369564047,-0.14986735084398695,1.8097801894019725,0.29225538010652724,0.3992762742427082,Has Short(s),Shorts OK
-0.08618395389790678,0.02712956829096491,0.6391068028180644,0.41994758278887745,0.18050770098688462,0.19187918470928567,Has Short(s),Shorts OK
0.6811642415803953,0.470997290221445,-0.12492381864019397,-0.02723771316164636,0.022242533601381894,0.060868587901566115,Has Short(s),Shorts OK
-0.36261060915620913,-0.5601737345312741,-0.9390613196986561,2.8618456633861395,0.3765999897025031,0.5958247446591782,Has Short(s),Shorts OK
-0.0681368552306143,-0.5698916413584894,-0.998813637390416,2.6368421339795196,0.32822292641687145,0.5410499406224953,Has Short(s),Shorts OK
0.569215339672555,-0.0017932106309264118,-0.9846627711085203,1.4172406420668917,0.1417233599516156,0.2938286863816794,Has Short(s),Shorts OK
-0.15140037041682608,-0.830008817460552,0.08752969944606348,1.8938794884313146,0.3267297972931418,0.4274262663272336,Has Short(s),Shorts OK
0.40188741725796584,-0.21668340797570673,0.05015155759034151,0.7646444331273994,0.151744276555355,0.18845222412992046,Has Short(s),Shorts OK
-0.745022235768068,0.8290218032434085,0.7774276658805808,0.1385727666440788,0.1888794078408334,0.22227737385310534,Has Short(s),Shorts OK
0.1875758272319774,0.2181914400610112,-0.27798545761205995,0.8722181903190713,0.1492462871771906,0.21133796595907914,Has Short(s),Shorts OK
0.27269855447009106,-0.9481015974722413,-0.6866422196146804,2.3620452626168307,0.3017212017232191,0.48062959184785503,Has Short(s),Shorts OK
-0.7341781692750431,0.756831848369748,0.4196248694678044,0.5577214514374906,0.21248303113002248,0.24977747511569023,Has Short(s),Shorts OK
0.5628480831063523,-0.991634483194717,-0.17453287510826598,1.6033192751966308,0.23236469785555358,0.33687327384107807,Has Short(s),Shorts OK
-0.9467592640650537,-0.5170533167218996,-0.20592780375125197,2.6697403845382053,0.44150442014981656,0.6012146969858514,Has Short(s),Shorts OK
0.26416584721399294,-0.1246938465353713,0.25831783766137284,0.6022101616600055,0.15498470491018143,0.17566230417417072,Has Short(s),Shorts OK
0.009534844649842222,0.063323030040084,-0.06328472269545515,0.9904268480055289,0.19088813164111604,0.24599959423036705,Has Short(s),Shorts OK
0.10815246416688606,-0.4223074229636743,0.5686733389960299,0.7454816198007583,0.20658457156155385,0.2276824894134016,Has Short(s),Shorts OK
